32fa107944|केन्द्रमा थियो जसका|केन्द्रमा थियो जसका
c8b7ceec6c|तिक्तताहरुलाई पछाडि छोड्न|तिक्तताहरुलाई पछाडि छोड्न
21fdfb18e5|उनको क्लियरेन्डन विधानले राजा र चर्चको सम्बन्ध निर्धारण गर्यो।|उनको क्लियरेन्डन विधानले राजा र चर्चको सम्बन्ध निर्धारण गर्यो।
bee1f8ee45|उमेरमा फुलेकोले उनलाई|उमेरमा फुलेकोले उनलाई
2aa539e657|इन्द्र प्रधानद्वारा भएको छ|इन्द्र प्रधानद्वारा भएको छ
7e128ed3bb|यो चारवटै बाहिरतर्फ|यो चारवटै बाहिरतर्फ
1bcac1a380|पत्रिकाले 2044 फागुनमा|पत्रिकाले 2044 फागुनमा
2fc108c5f1|सम्पदाहरूको महत्त्व|सम्पदाहरूको महत्त्व
f2f70c966c|सम्बन्धित निकायको ध्यान|सम्बन्धित निकायको ध्यान
4467b2f440|विकि पेज बनाउन|विकि पेज बनाउन
ffa62a9076|यो अकबर द्वारा|यो अकबर द्वारा
f1f728877a|33 सालको विपीको|33 सालको विपीको
55f0a2ff37|तथा अहमद शाह|तथा अहमद शाह
d29e82ae90|यकिन गर्नेछ|यकिन गर्नेछ
7a4881a934|र व्यावसायिक विमानचालकको प्रमाणपत्रको|र व्यावसायिक विमानचालकको प्रमाणपत्रको
2e7cf19bd8|एक हजारभन्दा बढी|एक हजारभन्दा बढी
fa6a76febd|नेतृत्व गरौं|नेतृत्व गरौं
85c1ac7987|फालिरहेको देख्दा कवीर|फालिरहेको देख्दा कवीर
b5b4d2bfe2|मूल्य प्रणाली र उत्तरोत्तर|मूल्य प्रणाली र उत्तरोत्तर
74cfb0739e|सत्य तथ्य प्रमाण|सत्य तथ्य प्रमाण
128f6ec31b|साथीहरूलाई आग्रह गर्दछु|साथीहरूलाई आग्रह गर्दछु
ad6bb71e42|खेलाडी बनाए जसले|खेलाडी बनाए जसले
7bd9ecb98d|पृथ्वीनारायण शाह नेपालभित्रको|पृथ्वीनारायण शाह नेपालभित्रको
7ea4322b3d|अब उनले मिस|अब उनले मिस
ee32d36999|ओमानका लागि|ओमानका लागि
cf205c51b4|परशुरामले तुरन्त पिताको|परशुरामले तुरन्त पिताको
2f73191ca6|2036 मा तत्कालीन|2036 मा तत्कालीन
1a1101677a|श्रुति शास्त्रको|श्रुति शास्त्रको
f05533185d|पाछा विभाजन|पाछा विभाजन
022d7ee95e|शाखाहरूमा विभक्त रहन्छ|शाखाहरूमा विभक्त रहन्छ
66ac80f5d7|115 मिनेटभन्दा|115 मिनेटभन्दा
193e240086|गवर्नर जनरललाई|गवर्नर जनरललाई
39085ae595|प्रकार छन् संस्थागत|प्रकार छन् संस्थागत
9531478b29|लज्जित भएका राजा|लज्जित भएका राजा
5f5fb8f0f1|युवा भोजपुरका पुराना|युवा भोजपुरका पुराना
a32583f282|गाइघाट त्रियुगा जोडने|गाइघाट त्रियुगा जोडने
8bafb7b868|बहस जारी छ|बहस जारी छ
ce55ce43f8|उहाँलाई खुसी पारी|उहाँलाई खुसी पारी
5785205cc6|राम्ररी आएका छैनन्|राम्ररी आएका छैनन्
984ad5571e|भारतीय प्रसिद्ध लेखक|भारतीय प्रसिद्ध लेखक
d55d7c2cf4|अर्जेन्टिनी प्रकाशक एडोसोयोन्स|अर्जेन्टिनी प्रकाशक एडोसोयोन्स
24dd7d1151|रेकर्ड गराएका थिए।|रेकर्ड गराएका थिए।
ff54da51f4|उसलाई यो धेरैबाट|उसलाई यो धेरैबाट
7c309a3161|तयार गरिन्छ|तयार गरिन्छ
d2ec3dc228|आजको दिनसम्म|आजको दिनसम्म
a4484be2a7|उन्मुक्त स्वतन्त्रताले|उन्मुक्त स्वतन्त्रताले
b69771769e|अनि पहिलो कृतिबाटै|अनि पहिलो कृतिबाटै
fb51613c75|जोडेर बनाइएको यो दृश्य|जोडेर बनाइएको यो दृश्य
2b9e38b535|नै व्यवहारमा|नै व्यवहारमा
f4ac32750e|नाम सच्याउनको लागी|नाम सच्याउनको लागी
2a9d1ceafd|आयोजन गरिन्छ|आयोजन गरिन्छ
85062ff62b|हुनु यस्ता निबन्धको|हुनु यस्ता निबन्धको
92c3e6a020|अर्थ लाग्छ|अर्थ लाग्छ
e323b889f7|गल्तीहरूको दोष निवारण|गल्तीहरूको दोष निवारण
46332d60b3|समेटेको देखिन्छ|समेटेको देखिन्छ
8b14df5260|नेकपा मसालमा आबद्ध|नेकपा मसालमा आबद्ध
5cdc6282b5|नेपाल र नेपालीहरूको लागि जनहिताय र जनसुखी नीतिको पालन गर्नु।|नेपाल र नेपालीहरूको लागि जनहिताय र जनसुखी नीतिको पालन गर्नु।
3144e8cc8c|उनको जन्म ब्राजिलको|उनको जन्म ब्राजिलको
ea85c01854|वुड्स र टेनिस|वुड्स र टेनिस
c9f298ee06|जापानको कुसु|जापानको कुसु
84c7965802|कुनै परिवर्तन|कुनै परिवर्तन
949afac1a4|वर्णन हो भन्ने ठान्छन्|वर्णन हो भन्ने ठान्छन्
3916584777|श्रावकले त्याग्दछ|श्रावकले त्याग्दछ
205291bc51|वातावरणबाट लिइएको छविहरूका|वातावरणबाट लिइएको छविहरूका
7a166906fe|अनुसार ईश्वर|अनुसार ईश्वर
14d4c47edd|10 जुन 1985|10 जुन 1985
c638d19f9d|डाटा पठाउने स्टेसनले|डाटा पठाउने स्टेसनले
54ed37eef1|पेरियार मनिअम्मई विश्वविद्यालय|पेरियार मनिअम्मई विश्वविद्यालय
6b478e5038|साझेदारीले गर्दा नै पनि|साझेदारीले गर्दा नै पनि
8d85f6f638|डाक्टरको भनाइ उद्धृत|डाक्टरको भनाइ उद्धृत
ec3bf9b50f|गर्नाले मनुष्यका सम्पूर्ण|गर्नाले मनुष्यका सम्पूर्ण
a34d8841d7|लिच्छवि मानेका छन्|लिच्छवि मानेका छन्
01e5324865|साल तिर स्थानीय|साल तिर स्थानीय
0ab4c87ebc|घुस दिएर अथवा|घुस दिएर अथवा
ac04272755|असार महिनाको शुक्लपक्षको एकादशीलाई नै देवशयनी वा हरिशयनी एकादशी भन्ने गरिन्छ।|असार महिनाको शुक्लपक्षको एकादशीलाई नै देवशयनी वा हरिशयनी एकादशी भन्ने गरिन्छ।
e1e9bbedbd|आएको उत्तरी बाटो|आएको उत्तरी बाटो
704c6dc223|यो नेपालसँग भारतको|यो नेपालसँग भारतको
96b6c79b22|बधाई छ|बधाई छ
5b122b0767|यो झापा जिल्लामा पर्छ|यो झापा जिल्लामा पर्छ
42594fa66d|सुनपानी खुवाइन्छ|सुनपानी खुवाइन्छ
547594802e|स्थानीय जाली फटाहा|स्थानीय जाली फटाहा
b5d011b37f|सिद्धेश्वर महादेवको नामबाट|सिद्धेश्वर महादेवको नामबाट
2d5daecb37|रूपमा पनि प्रयोग गरिन्छ|रूपमा पनि प्रयोग गरिन्छ
b81c036a59|स्थिती राम्रो थियो|स्थिती राम्रो थियो
05bb83b647|बच्चनले मुम्बईमा एक|बच्चनले मुम्बईमा एक
cc6a79a2e7|छिटो जानकारी दिने|छिटो जानकारी दिने
fd605313f1|चाँदिका शिखरले बिहान|चाँदिका शिखरले बिहान
74b4781b0a|विध्यर्थक अहिंसा हुन्|विध्यर्थक अहिंसा हुन्
f04c16cca6|राखेको वर्णन पाइन्छ|राखेको वर्णन पाइन्छ
bfacf805fd|मध्येको एक|मध्येको एक
9307aaacd2|र सङ्घर्षको संयुक्त प्रभावका|र सङ्घर्षको संयुक्त प्रभावका
43c173dea7|गरिसकेका छन्|गरिसकेका छन्
09621ead41|प्रयुक्त गरिन सक्छ|प्रयुक्त गरिन सक्छ
35c9798dc1|100 सबैभन्दा सुन्दर|100 सबैभन्दा सुन्दर
bcc7f0df8b|जुनिया गुल्मी जिल्लामा अवस्थित एक गाउँ विकास समिति हो।|जुनिया गुल्मी जिल्लामा अवस्थित एक गाउँ विकास समिति हो।
02451f3df3|हुन्छ जसमा अन्न|हुन्छ जसमा अन्न
d10eaf3ae1|एक अन्तर्राष्ट्रिय|एक अन्तर्राष्ट्रिय
01a53a1136|कतिपय त्यस्तै छन्|कतिपय त्यस्तै छन्
6fb10455a6|जसको प्रयोग सूर्य|जसको प्रयोग सूर्य
af3de2f351|झरनाको नजिकै पर्ने|झरनाको नजिकै पर्ने
0a49dff374|लगाएको छ त्यो|लगाएको छ त्यो
76d5f6f6ac|पछि ईशा उठे|पछि ईशा उठे
4f6fc2c91e|कुनै फौजी वा राजनीतिक|कुनै फौजी वा राजनीतिक
663b139932|नजरमा खतरा उत्पन्न|नजरमा खतरा उत्पन्न
343964440b|योगदान दिएका थिए|योगदान दिएका थिए
9088418896|कल्याण गर्नका लागि|कल्याण गर्नका लागि
46e65ee5fa|सही सामग्रिसँग सिधै|सही सामग्रिसँग सिधै
da4c987007|उत्तरी राजस्थानमा|उत्तरी राजस्थानमा
c24c754990|यो कला मन्दिर|यो कला मन्दिर
0c7b33fec5|2 जना रहेको छ|2 जना रहेको छ
228dd2df57|तेह्रौँ दिन सबै कार्य|तेह्रौँ दिन सबै कार्य
4513cd3720|एक्सकिरणहरूको प्रभाव यति|एक्सकिरणहरूको प्रभाव यति
0ee8da15ce|समय बिताएका छन्|समय बिताएका छन्
375a7a48ec|भोटो चोरी भागेछ|भोटो चोरी भागेछ
769d618dc3|हाइकोर्ट अफ अस्ट्रेलियाका|हाइकोर्ट अफ अस्ट्रेलियाका
f395644a69|एउटा अर्को सूत्रको पनि प्रयोग|एउटा अर्को सूत्रको पनि प्रयोग
07692d4766|तर मैले अहिले|तर मैले अहिले
3332f94e78|उत्पादन अनुसन्धान केन्द्र|उत्पादन अनुसन्धान केन्द्र
b3b7de6759|श्वेतवाराह कल्प चल्दैछ|श्वेतवाराह कल्प चल्दैछ
3075f11aa1|हजार 705 छ|हजार 705 छ
bd058c247b|कालान्तरमा गएर नचलाकोटबाट|कालान्तरमा गएर नचलाकोटबाट
75efbf40da|4 छोरी जन्मे|4 छोरी जन्मे
fd3c7f9b23|गरी कुल जनसङ्ख्या|गरी कुल जनसङ्ख्या
7c5cba8299|हामीलाई हाम्रो जातको|हामीलाई हाम्रो जातको
7d84179d3b|एफ सी टोकियो|एफ सी टोकियो
9ad58a35e6|परराष्ट्रमन्त्री समेत रहिसक्नुभएको छ|परराष्ट्रमन्त्री समेत रहिसक्नुभएको छ
4d585f8e5d|गलत वर्ष|गलत वर्ष
d28c23fe52|डिग्री सेल्सियस|डिग्री सेल्सियस
5fbcd0c65a|मात्रा लगभग एक|मात्रा लगभग एक
c0dfa638e8|भन्नु साधारण हो|भन्नु साधारण हो
e4d933485d|बढेर गयो|बढेर गयो
b5213aeb85|यो भुटानको|यो भुटानको
12716b162d|डा एच एस|डा एच एस
a2016a0972|हटाउन प्रयोग गरिन्छ|हटाउन प्रयोग गरिन्छ
105befe703|भेटले ठक्करको|भेटले ठक्करको
bafa5a3846|व्यापक अनुमान गरिएको|व्यापक अनुमान गरिएको
582099e6f1|हालै मात्र भारत|हालै मात्र भारत
831b8bc095|यस भावमा बसेर|यस भावमा बसेर
8c9a850622|कर्जन्हा नेपालको पूर्वाञ्चल|कर्जन्हा नेपालको पूर्वाञ्चल
6cbcc924ef|सम्पादन गर्दै जानुहोस् अनि विस्तारै थाहा हुँदै जानेछ।|सम्पादन गर्दै जानुहोस् अनि विस्तारै थाहा हुँदै जानेछ।
a66401b63f|दिलिप महर्जन माओवादी|दिलिप महर्जन माओवादी
629828c2d6|मुखले नै सुनाउँछिन्|मुखले नै सुनाउँछिन्
e2b30ef191|व्यवस्थाको बग हुन्छ|व्यवस्थाको बग हुन्छ
35791b4004|छन् एवम् यसको|छन् एवम् यसको
fe65a055c0|तसर्थ नै नेपाली|तसर्थ नै नेपाली
d8cd0711d0|त्यसै गरी त्रिभुवन|त्यसै गरी त्रिभुवन
70f56aa0a1|भन्ने माग राख्दै|भन्ने माग राख्दै
458bb21e6d|हिस्सा माथि कब्जा|हिस्सा माथि कब्जा
ab7d5ed12c|पोषण विज्ञान जीव|पोषण विज्ञान जीव
233d3920c7|नामका राजारानी थिए|नामका राजारानी थिए
9e3cc31a12|समतल मैदानमा|समतल मैदानमा
167597afe0|महेशपुर 3|महेशपुर 3
9e437113ce|खास कुरा यो|खास कुरा यो
0c3fe5a247|एक एफएम स्टेसन|एक एफएम स्टेसन
839bc9a465|गरे र पिजिए|गरे र पिजिए
41012d9e88|दुर्गा बिक एक हुनुहुन्छ|दुर्गा बिक एक हुनुहुन्छ
4f995c1112|आदि जिल्लामा|आदि जिल्लामा
8b27bf64b7|प्रोस्पेक्ट हाई स्कुलबाट|प्रोस्पेक्ट हाई स्कुलबाट
b1ba61727f|लामो समयसम्म सुरक्षित|लामो समयसम्म सुरक्षित
830f1a796b|एउटा गाविसको नाम|एउटा गाविसको नाम
c652543d72|नर्स तथा अन्य प्राविधिकबाट|नर्स तथा अन्य प्राविधिकबाट
aacded6ca1|पुरुष साक्षरता दर|पुरुष साक्षरता दर
9aef39396d|संसार नै उज्यालो|संसार नै उज्यालो
30f7ceca5e|अभाव कम उत्पादन|अभाव कम उत्पादन
7bbf078e27|नियो एक अमेरिकी|नियो एक अमेरिकी
376d4a69c6|अवसरहरू खोजिरहे|अवसरहरू खोजिरहे
cfbda84d07|केही अभिजाततन्त्र थिए|केही अभिजाततन्त्र थिए
982029d1e8|प्रयोग गरिनेछ|प्रयोग गरिनेछ
2522ea4e49|पौने दुई हजार|पौने दुई हजार
98ceeade29|अवस्थालाई पनि प्रदर्शित|अवस्थालाई पनि प्रदर्शित
3bd9bd5971|गरी देखियो|गरी देखियो
4d5114fd09|यो ढाँचा नेभिगेसन|यो ढाँचा नेभिगेसन
1363d8089c|जारी भएको छ|जारी भएको छ
be49b4946f|आङसान सुकीले|आङसान सुकीले
eb872160f7|सन् 1810 देखि|सन् 1810 देखि
908c056974|अमेरिकी कम्पनीहरू|अमेरिकी कम्पनीहरू
6cd58bfc32|रासायनिक ऊर्जा हो|रासायनिक ऊर्जा हो
486f67fdc7|कोवमा एउटा बस्तीको|कोवमा एउटा बस्तीको
396ba2b718|हजार प्राथमिक माध्यमिक|हजार प्राथमिक माध्यमिक
5c6fc24bdf|उनले आफ्नो वृत्तिमा|उनले आफ्नो वृत्तिमा
56c7d45bdb|तत्त्व विषयवस्तु भाषा|तत्त्व विषयवस्तु भाषा
3afd5870e9|बियोलाई खोपीबाट|बियोलाई खोपीबाट
488a070dbd|प्रति आइतबारका दिन|प्रति आइतबारका दिन
7956183c67|सिन्धुली जिल्लाको दोधौलीमा|सिन्धुली जिल्लाको दोधौलीमा
6fb87f6b8a|हेडक्वाटरबाट आयोजित हुने|हेडक्वाटरबाट आयोजित हुने
6bf8d20667|छुट्टै एउटा राज्य|छुट्टै एउटा राज्य
e8d85468b0|जसका कारण ती|जसका कारण ती
a6d92a0790|घुँइचो हुन्छ|घुँइचो हुन्छ
c432d19550|टेकाउँदा पालुवा पलायो|टेकाउँदा पालुवा पलायो
39bd3e3c26|कारण यमुनामा|कारण यमुनामा
96e6942a20|दावा गर्दछ|दावा गर्दछ
e74366e2af|र क्षेत्रीय स्वायत्तताको ग्यारेन्टी|र क्षेत्रीय स्वायत्तताको ग्यारेन्टी
09607fb527|गुरुचेला धुमधाम झगडा|गुरुचेला धुमधाम झगडा
150ebce58b|लुप्त हुने छन्|लुप्त हुने छन्
01c2185268|आदि पठाइन्छ|आदि पठाइन्छ
daaeb673f7|उपप्रमुखमा रमेशमान महर्जन|उपप्रमुखमा रमेशमान महर्जन
52dbe001bf|रूपमा र पछिल्तिर|रूपमा र पछिल्तिर
eeb3d0e477|यीमध्ये कुन चाहिँ|यीमध्ये कुन चाहिँ
e93975ca68|जेडब्लू इक्लिप्स जन्म|जेडब्लू इक्लिप्स जन्म
52ac08bd92|महिनामा स्थापित भएको|महिनामा स्थापित भएको
0b9d0f85c1|साउन 7 गते|साउन 7 गते
f4487cfab1|कला बनेको छ|कला बनेको छ
9a953eeb1d|जस्तै भाइरस जस्ता|जस्तै भाइरस जस्ता
796a38cc75|सहजै छेक्ने|सहजै छेक्ने
fbcf8e6163|विस्थापन शून्य होस्|विस्थापन शून्य होस्
954d915967|टिकी लगाइन्छ|टिकी लगाइन्छ
4800365c36|सम्पादन 1 कन्काई|सम्पादन 1 कन्काई
ed6a635983|र एतत्सम्बन्धी अन्य|र एतत्सम्बन्धी अन्य
4ca285ac59|सर्वप्रथम राथले जर्मन|सर्वप्रथम राथले जर्मन
87f58e3ace|आरोहण दलमा जिन|आरोहण दलमा जिन
5f476a0038|अहमदनगर महाराष्ट्रको सबैभन्दा|अहमदनगर महाराष्ट्रको सबैभन्दा
ae95cc86df|रेखाभित्र रहेर डन्डी|रेखाभित्र रहेर डन्डी
148fae5ff2|उमेरदेखि उनले आफ्नै|उमेरदेखि उनले आफ्नै
d8689fdefb|करफोक माविको स्थापना|करफोक माविको स्थापना
448c40bbd2|सानो तर बन्द|सानो तर बन्द
c34fffa324|नगरको प्राचीन गरिमालाई|नगरको प्राचीन गरिमालाई
817ab9f393|भष्मासुरलाई अभयदान प्राप्त|भष्मासुरलाई अभयदान प्राप्त
61b15b4946|संग्रहालय उच्च अदालत|संग्रहालय उच्च अदालत
e9475e778a|अञ्चलको डडेलधुरा जिल्लामा|अञ्चलको डडेलधुरा जिल्लामा
a78478d11d|मुक्त भएका व्यक्तिहरू|मुक्त भएका व्यक्तिहरू
1ac520c29d|प्रभावले राजनीतिमा|प्रभावले राजनीतिमा
24a94e3f51|प्याङका विभिन्न स्थानमा|प्याङका विभिन्न स्थानमा
83eacaad14|प्रमुख छन्|प्रमुख छन्
8b28470c06|जुन मेष लग्न|जुन मेष लग्न
a878586591|उसको वैवाहिक|उसको वैवाहिक
4885af9c7a|जम्मा 525 भन्दा|जम्मा 525 भन्दा
5c017b9024|तिनको नाभिकमा न्युट्रोनहरूको|तिनको नाभिकमा न्युट्रोनहरूको
9c1eccce6b|किच्चक विराटको सालो|किच्चक विराटको सालो
2752af4927|यस कार्यालयको हालसम्म|यस कार्यालयको हालसम्म
58b260808c|केन्द्रीय सांस्कृतिक विभागका|केन्द्रीय सांस्कृतिक विभागका
35174a8309|टाँडु दैलेख जिल्लाको|टाँडु दैलेख जिल्लाको
0b9f61e277|विद्यार्थी आन्दोलनबाट|विद्यार्थी आन्दोलनबाट
aa6de2f143|उपस्थिति घटाउँदै लैजाने|उपस्थिति घटाउँदै लैजाने
671276832a|माओवादीको सङ्गठित|माओवादीको सङ्गठित
222f768bf4|हालैका खगोल भौतिक|हालैका खगोल भौतिक
e753628423|महाभारत कालका वाण|महाभारत कालका वाण
a60adb5183|चलन थियो|चलन थियो
e5976099f5|सम्प्रदाय र पन्थमा|सम्प्रदाय र पन्थमा
02eb1d9c1d|सिंहको मन्त्रीमण्डलमा पहिलोपटक|सिंहको मन्त्रीमण्डलमा पहिलोपटक
980829dba1|केही काम गराएपछि|केही काम गराएपछि
6a326c9091|रहेको छ|रहेको छ
dd2327f346|यस मन्दिरको ढोका|यस मन्दिरको ढोका
9c32dfb888|प्रथम प्रयोग केरलमै भयो|प्रथम प्रयोग केरलमै भयो
8d1c21deab|लागि मात्र नभएर|लागि मात्र नभएर
aa7aa32b66|अधिक समयसम्म अन्तरिक्षमा|अधिक समयसम्म अन्तरिक्षमा
0ef01450d3|अन्तर्राष्ट्रिय क्रिकेट प्रतियोगितामा|अन्तर्राष्ट्रिय क्रिकेट प्रतियोगितामा
127545e4f3|पछि टाइटलिस्ट स्कटि|पछि टाइटलिस्ट स्कटि
c8964eb563|मिहिनेतकै फलस्वरूप आज|मिहिनेतकै फलस्वरूप आज
566e59a15b|यससँग नै मनुष्यको|यससँग नै मनुष्यको
c2cba03ab3|टाढा जान्छ|टाढा जान्छ
3188ae1fc8|निर्वाचनमा जनताका|निर्वाचनमा जनताका
ea471d602e|देखिन्छ सहायता पृष्ठको|देखिन्छ सहायता पृष्ठको
2cee8da000|गतिविधिका महत्त्वपूर्ण एवं|गतिविधिका महत्त्वपूर्ण एवं
46cb3d72a8|सन्देश दिन्छ|सन्देश दिन्छ
fa7256d375|यसमा प्रकाशको पूर्ण|यसमा प्रकाशको पूर्ण
82c94c33c3|केवल यति भनिन्छ|केवल यति भनिन्छ
9f3c21fe74|आफ्ना सुपुत्र अभय|आफ्ना सुपुत्र अभय
a58835a460|त्यस लेखलाई विभिन्न|त्यस लेखलाई विभिन्न
01283b3a4c|कमजोर भ्रष्ट मन्त्रीहरू|कमजोर भ्रष्ट मन्त्रीहरू
e324bf38a7|सहभागी भएका|सहभागी भएका
51fe6e7998|लागि समर्पित छ|लागि समर्पित छ
dc09cd2501|संसारका जति पनि|संसारका जति पनि
7ab8835de7|दोस्रो यसलाई बनाउनेले|दोस्रो यसलाई बनाउनेले
9164893935|बुझ्नका लागि|बुझ्नका लागि
ecafce0e2f|जरुरी छ|जरुरी छ
b090ecbdb2|ईपू 907 का अनुसार|ईपू 907 का अनुसार
53aeffe712|घरको पोषण अवस्था|घरको पोषण अवस्था
e62b2d7828|कैलाश पर्वतमा|कैलाश पर्वतमा
de64f2c1ba|ह्याकर बन्दै थिए|ह्याकर बन्दै थिए
2361b97b60|हेलो वर्ल्डको घोषणा|हेलो वर्ल्डको घोषणा
44c3c31d60|सार्वजनिक भए|सार्वजनिक भए
ba5c180e60|गर्दा पनि सोल्टी|गर्दा पनि सोल्टी
c6367015b9|लागि बनाएर पेजमा|लागि बनाएर पेजमा
3a8cb87943|रमाइलो लाग्दछ|रमाइलो लाग्दछ
4d0bc3d709|अति लघु काव्य|अति लघु काव्य
82376df7a7|नेपालीमा उल्था|नेपालीमा उल्था
1a2a836f3c|जसमा कुल पुर्खा|जसमा कुल पुर्खा
e8f3f35777|देशका नजिकै पनि|देशका नजिकै पनि
516e982408|त्यसैले अब लाग्छ|त्यसैले अब लाग्छ
ce65af6b1a|र छान्दोग्योपनिषद् जस्ता जटिल|र छान्दोग्योपनिषद् जस्ता जटिल
fc3ec3d46b|वा सबै पृष्ठहरू कुनै|वा सबै पृष्ठहरू कुनै
7ee899ad92|गोपाल महिषपाल कालमा|गोपाल महिषपाल कालमा
bf745533f4|भाइ म र तपाईँहरू|भाइ म र तपाईँहरू
3e8b6e28d3|सकिने भएकोले|सकिने भएकोले
f665da806e|तपाईँको योगदानको लेखा|तपाईँको योगदानको लेखा
4e23b9afd7|सम्बन्ध बिग्रेको इतिहास|सम्बन्ध बिग्रेको इतिहास
f7159dbb0d|जस्तै ताल पोखरी|जस्तै ताल पोखरी
374e7354f3|फाँसी चढ्न दे|फाँसी चढ्न दे
3079da4d61|कैथल जिल्ला|कैथल जिल्ला
6e08563fe0|रोगका लक्षणहरूको प्रदर्शन|रोगका लक्षणहरूको प्रदर्शन
96faab1e93|हेमपाल श्रेष्ठजी नमस्कार|हेमपाल श्रेष्ठजी नमस्कार
022a522476|पहिलो आन्तरिक प्रदर्शनीमा|पहिलो आन्तरिक प्रदर्शनीमा
29bdbf4de6|जिल्लाहरू मध्ये एक|जिल्लाहरू मध्ये एक
f850b39938|ग्रेटर मिलवकी ओपनमा|ग्रेटर मिलवकी ओपनमा
a5d61cbc6e|सहयोग पुर्याउने हेतुले|सहयोग पुर्याउने हेतुले
c01ce66ced|रामलाई द्वन्द्व युद्धको|रामलाई द्वन्द्व युद्धको
0982f5025c|कम्मरभन्दा मुनिको भागमा|कम्मरभन्दा मुनिको भागमा
3000ab3dc6|गुलजारद्वारा भूमिका निभाइएको|गुलजारद्वारा भूमिका निभाइएको
01af564842|प्वाँख मैले|प्वाँख मैले
1ab4c5bd83|त्यसपछि सन् 1989 मा दोस्रो संस्करण प्रकाशन भयो।|त्यसपछि सन् 1989 मा दोस्रो संस्करण प्रकाशन भयो।
7239965e99|धेरै नराम्रो मान्थे|धेरै नराम्रो मान्थे
a4b5c955ba|मन्दिरहरूमध्ये गोकर्णेश्वर मन्दिर|मन्दिरहरूमध्ये गोकर्णेश्वर मन्दिर
6576a186e3|मोडेम भनिन्छ|मोडेम भनिन्छ
557499d1f5|कोड 047 हो|कोड 047 हो
